age,child_number,family_size,income,living_minimum,study_certificate,isEgisso,service_108,service_116
10,3,4,52815,15428,0,0,1,0
10,1,5,45789,15428,0,1,0,0
15,3,5,85123,15428,0,0,0,0
9,3,5,32342,15428,0,0,1,0
11,1,2,82314,15428,0,1,0,0
5,1,4,55501,15428,0,1,0,0
11,1,3,83537,15428,0,1,0,0
9,3,5,73915,15428,0,1,0,0
17,1,2,86640,15428,1,1,0,0
17,1,2,66228,15428,0,0,0,0
3,3,4,19365,15428,0,1,0,0
8,1,5,79163,15428,0,1,0,0
6,1,5,49578,15428,0,1,0,0
17,2,3,92331,15428,0,1,0,0
7,3,5,85054,15428,0,1,0,0
10,3,5,21715,15428,0,1,0,0
6,1,2,96484,15428,0,0,0,0
8,1,2,98978,15428,0,1,0,0
7,1,4,91702,15428,0,0,0,0
2,1,2,31150,15428,0,0,1,0
16,2,3,84707,15428,0,1,0,0
1,2,3,87623,15428,0,0,0,0
14,1,2,58553,15428,0,1,0,0
13,1,2,19118,15428,0,0,1,0
17,1,5,97623,15428,0,1,0,0
15,2,4,43971,15428,0,1,0,0
3,1,2,46553,15428,0,1,0,0
5,2,4,99994,15428,0,1,0,0
5,1,2,65951,15428,0,0,0,0
10,1,2,73529,15428,0,1,0,0
16,2,5,68417,15428,1,1,0,0
2,2,5,68591,15428,0,0,1,0
12,1,2,43106,15428,0,0,0,0
2,4,5,15179,15428,0,0,1,1
15,3,4,61773,15428,0,1,0,0
14,1,2,37698,15428,0,0,0,0
10,3,4,53292,15428,0,1,0,0
17,3,5,57627,15428,1,0,1,0
14,1,2,69487,15428,0,0,0,0
4,2,4,24038,15428,0,1,0,0
15,1,3,30726,15428,0,1,0,0
15,2,5,24421,15428,0,1,0,0
16,2,4,89492,15428,0,1,0,0
8,1,4,15111,15428,0,1,0,0
2,2,3,47063,15428,0,0,1,0
12,1,5,57312,15428,0,1,0,0
2,2,4,11222,15428,0,0,1,0
6,4,5,67771,15428,0,0,1,0
5,2,5,51195,15428,0,0,1,0
8,1,3,85293,15428,0,0,0,0
11,2,5,40958,15428,0,1,0,0
14,1,5,72108,15428,0,0,1,0
2,1,3,60946,15428,0,0,0,0
9,2,3,91954,15428,0,1,0,0
0,1,2,50417,15428,0,1,0,0
18,1,3,49258,15428,0,1,0,0
18,1,2,86750,15428,1,1,0,0
12,1,5,72967,15428,0,1,0,0
11,1,2,93015,15428,0,1,0,0
0,1,5,10159,15428,0,0,1,0
18,2,3,34910,15428,1,0,1,0
15,2,3,37067,15428,0,0,1,0
14,1,4,17371,15428,0,1,0,0
15,2,3,99282,15428,0,1,0,0
10,4,5,43755,15428,0,0,1,0
5,1,4,92901,15428,0,1,0,0
10,3,5,90534,15428,0,0,0,0
2,2,3,22790,15428,0,0,1,0
14,2,5,29851,15428,0,0,1,0
0,2,3,77777,15428,0,0,0,0
6,3,4,80671,15428,0,0,0,0
0,4,5,16340,15428,0,0,1,1
16,2,5,22579,15428,0,0,0,0
8,2,3,49371,15428,0,0,1,0
12,3,5,99482,15428,0,1,0,0
10,1,3,23055,15428,0,0,1,0
5,1,2,35436,15428,0,0,0,0
0,2,3,38556,15428,0,0,1,0
6,1,4,66222,15428,0,0,1,0
11,3,4,42406,15428,0,1,0,0
18,1,3,94289,15428,1,0,0,0
16,1,3,45029,15428,0,0,0,0
3,1,3,33058,15428,0,1,0,0
2,1,3,35192,15428,0,1,0,0
0,1,5,32748,15428,0,0,1,0
17,2,5,34743,15428,1,1,0,0
14,1,2,57279,15428,0,0,0,0
7,3,4,31764,15428,0,0,1,0
0,1,2,20949,15428,0,1,0,0
13,1,5,47306,15428,0,1,0,0
3,3,4,28326,15428,0,0,1,0
4,1,3,85502,15428,0,1,0,0
12,2,5,94420,15428,0,1,0,0
14,4,5,57213,15428,0,1,0,0
5,2,5,56635,15428,0,0,1,0
0,3,4,63190,15428,0,1,0,1
18,1,5,42794,15428,1,1,0,0
12,1,4,23454,15428,0,0,1,0
5,1,3,57521,15428,0,0,0,0
14,2,4,23876,15428,0,1,0,0
15,1,2,39530,15428,0,0,0,0
15,1,2,75050,15428,0,0,0,0
9,3,4,30883,15428,0,1,0,0
8,2,3,77569,15428,0,0,0,0
8,2,3,54021,15428,0,1,0,0
16,1,2,79270,15428,0,1,0,0
16,4,5,53650,15428,1,0,1,0
16,2,4,65240,15428,0,0,0,0
11,1,3,86532,15428,0,1,0,0
12,1,2,61705,15428,0,0,0,0
11,1,4,87769,15428,0,0,0,0
13,1,4,59700,15428,0,1,0,0
9,2,5,11048,15428,0,1,0,0
18,1,3,46995,15428,1,0,1,0
1,1,2,24388,15428,0,0,1,0
3,1,2,96958,15428,0,1,0,0
18,1,3,75862,15428,0,1,0,0
6,4,5,36417,15428,0,0,1,0
14,3,4,26129,15428,0,1,0,0
14,2,3,60898,15428,0,0,0,0
5,1,3,86340,15428,0,0,0,0
2,1,2,32652,15428,0,1,0,0
5,4,5,94879,15428,0,0,0,0
15,1,2,16249,15428,0,0,1,0
1,3,4,25266,15428,0,1,0,1
6,2,4,57894,15428,0,0,1,0
10,2,3,31591,15428,0,1,0,0
6,3,5,28895,15428,0,0,1,0
3,2,3,53328,15428,0,1,0,0
6,1,3,42981,15428,0,1,0,0
3,3,4,94496,15428,0,0,0,0
11,2,3,34491,15428,0,1,0,0
4,1,2,52194,15428,0,1,0,0
18,3,5,27611,15428,0,1,0,0
4,3,5,55842,15428,0,1,0,0
18,2,3,16892,15428,1,0,1,0
2,2,4,79531,15428,0,1,0,0
10,2,4,15110,15428,0,1,0,0
6,1,2,14929,15428,0,1,0,0
16,3,5,64873,15428,1,1,0,0
8,1,4,28665,15428,0,1,0,0
8,1,2,73923,15428,0,0,0,0
9,2,3,99500,15428,0,0,0,0
12,1,5,69252,15428,0,0,1,0
14,2,3,74833,15428,0,1,0,0
4,1,2,40848,15428,0,1,0,0
2,2,5,57692,15428,0,0,1,0
7,1,2,68007,15428,0,1,0,0
9,2,4,27619,15428,0,0,1,0
12,3,5,81357,15428,0,0,1,0
2,1,3,97221,15428,0,0,0,0
7,2,4,29874,15428,0,0,1,0
8,1,3,46899,15428,0,1,0,0
11,1,4,64490,15428,0,1,0,0
10,1,5,46908,15428,0,0,1,0
1,1,3,69606,15428,0,1,0,0
17,2,4,91134,15428,0,1,0,0
8,2,3,82112,15428,0,1,0,0
1,1,2,65154,15428,0,0,0,0
1,1,2,97694,15428,0,1,0,0
2,1,2,89692,15428,0,0,0,0
15,1,4,61006,15428,0,0,1,0
18,1,3,94288,15428,1,1,0,0
3,2,3,13082,15428,0,1,0,0
17,1,3,80614,15428,0,1,0,0
17,1,4,99981,15428,0,0,0,0
9,1,3,60424,15428,0,1,0,0
10,1,2,38893,15428,0,0,0,0
16,3,5,44798,15428,0,1,0,0
15,1,3,86163,15428,0,0,0,0
12,1,3,85511,15428,0,0,0,0
1,1,2,86602,15428,0,1,0,0
1,2,3,83550,15428,0,1,0,0
13,2,4,26675,15428,0,1,0,0
3,1,2,81847,15428,0,0,0,0
16,1,2,57377,15428,0,0,0,0
12,1,2,71123,15428,0,0,0,0
3,1,4,54299,15428,0,0,1,0
2,1,2,28392,15428,0,1,0,0
11,2,3,28682,15428,0,1,0,0
7,2,4,43509,15428,0,0,1,0
1,1,2,18203,15428,0,1,0,0
5,1,2,78784,15428,0,1,0,0
9,1,5,65966,15428,0,0,1,0
11,2,3,67124,15428,0,0,0,0
9,1,2,71583,15428,0,1,0,0
9,2,3,22618,15428,0,0,1,0
2,1,3,61810,15428,0,0,0,0
9,1,2,93859,15428,0,1,0,0
8,2,3,77411,15428,0,1,0,0
18,1,5,68522,15428,1,1,0,0
13,1,2,43167,15428,0,1,0,0
1,1,2,90846,15428,0,0,0,0
4,2,5,77938,15428,0,0,1,0
7,1,2,78327,15428,0,0,0,0
6,2,3,57846,15428,0,0,0,0
5,1,2,80203,15428,0,1,0,0
10,3,4,79774,15428,0,1,0,0
11,4,5,15733,15428,0,1,0,0
17,2,4,39557,15428,1,1,0,0
18,1,3,32550,15428,0,0,0,0
9,4,5,13873,15428,0,1,0,0
13,2,3,36666,15428,0,1,0,0
2,2,4,61465,15428,0,0,1,0
17,1,2,29836,15428,0,1,0,0
14,2,4,60410,15428,0,0,1,0
5,4,5,39826,15428,0,1,0,0
9,1,2,99615,15428,0,1,0,0
11,2,4,41567,15428,0,1,0,0
6,2,4,48119,15428,0,1,0,0
16,2,4,67966,15428,1,1,0,0
0,2,3,97922,15428,0,0,0,0
17,2,4,22610,15428,0,0,0,0
14,2,4,45236,15428,0,0,1,0
18,1,2,98908,15428,0,0,0,0
0,1,4,27207,15428,0,1,0,0
4,4,5,63448,15428,0,1,0,0
14,2,3,27053,15428,0,1,0,0
2,1,3,52399,15428,0,0,0,0
0,1,4,25300,15428,0,1,0,0
7,4,5,92873,15428,0,1,0,0
11,1,2,17626,15428,0,1,0,0
18,4,5,92450,15428,0,0,0,0
11,2,3,68625,15428,0,0,0,0
12,1,2,81233,15428,0,0,0,0
0,2,4,42389,15428,0,0,1,0
18,2,4,85856,15428,0,0,0,0
5,1,4,78365,15428,0,1,0,0
7,4,5,35068,15428,0,1,0,0
3,1,4,48622,15428,0,1,0,0
4,1,3,64719,15428,0,0,0,0
6,1,3,40220,15428,0,1,0,0
3,2,3,92737,15428,0,0,0,0
3,1,3,18969,15428,0,1,0,0
14,3,4,84334,15428,0,0,0,0
4,1,5,86709,15428,0,0,0,0
8,3,4,72630,15428,0,0,0,0
1,1,4,34006,15428,0,0,1,0
6,2,4,41262,15428,0,0,1,0
16,2,3,88962,15428,1,0,0,0
15,2,3,55766,15428,0,1,0,0
16,1,2,22914,15428,0,1,0,0
1,1,3,40747,15428,0,1,0,0
10,1,3,51862,15428,0,0,0,0
1,1,3,75241,15428,0,1,0,0
0,4,5,48540,15428,0,0,1,1
1,1,2,43048,15428,0,1,0,0
8,3,5,58832,15428,0,0,1,0
1,3,4,88721,15428,0,1,0,1
14,1,4,25064,15428,0,1,0,0
9,1,5,58961,15428,0,0,1,0
14,3,5,74283,15428,0,1,0,0
9,3,5,90520,15428,0,0,0,0
16,2,4,75191,15428,0,0,0,0
8,2,5,44460,15428,0,1,0,0
17,1,2,93259,15428,1,1,0,0
3,2,3,87055,15428,0,0,0,0
8,3,4,11690,15428,0,1,0,0
15,2,5,10804,15428,0,1,0,0
3,1,3,63263,15428,0,1,0,0
15,1,2,22383,15428,0,0,1,0
18,1,3,36674,15428,1,0,1,0
0,3,5,99696,15428,0,1,0,1
5,1,3,41364,15428,0,0,1,0
9,1,4,10623,15428,0,1,0,0
15,3,4,26114,15428,0,1,0,0
3,1,5,83888,15428,0,1,0,0
12,1,3,14854,15428,0,0,1,0
15,1,2,53899,15428,0,0,0,0
5,1,3,13260,15428,0,1,0,0
10,4,5,93715,15428,0,0,0,0
2,1,2,60751,15428,0,0,0,0
9,1,2,42667,15428,0,0,0,0
0,1,2,48507,15428,0,1,0,0
10,4,5,86058,15428,0,1,0,0
11,1,2,18309,15428,0,0,1,0
13,2,3,67727,15428,0,0,0,0
7,1,2,20772,15428,0,0,1,0
10,1,3,83934,15428,0,1,0,0
3,2,3,31011,15428,0,1,0,0
6,2,3,44635,15428,0,1,0,0
9,1,2,82150,15428,0,1,0,0
18,3,5,90485,15428,0,1,0,0
3,1,3,31864,15428,0,0,1,0
1,2,5,85686,15428,0,0,0,0
17,2,5,33519,15428,1,1,0,0
13,2,3,87665,15428,0,1,0,0
15,1,3,27378,15428,0,1,0,0
10,1,2,10327,15428,0,1,0,0
9,1,3,40396,15428,0,0,1,0
16,3,5,69128,15428,0,1,0,0
13,1,5,92982,15428,0,0,0,0
3,1,5,97109,15428,0,1,0,0
18,2,3,55302,15428,1,0,0,0
1,2,3,65194,15428,0,1,0,0
6,1,5,23139,15428,0,0,1,0
8,1,4,55059,15428,0,1,0,0
18,2,4,98619,15428,0,0,0,0
15,3,5,29974,15428,0,0,1,0
15,1,2,51088,15428,0,1,0,0
17,1,3,59854,15428,1,0,0,0
10,1,2,18060,15428,0,1,0,0
6,2,3,82724,15428,0,0,0,0
8,1,2,65601,15428,0,1,0,0
3,4,5,97094,15428,0,0,0,0
12,2,5,12338,15428,0,0,1,0
3,3,5,19980,15428,0,1,0,0
18,1,2,71328,15428,0,0,0,0
1,2,4,13722,15428,0,1,0,0
8,3,5,42506,15428,0,0,1,0
11,1,3,31475,15428,0,1,0,0
1,4,5,97168,15428,0,1,0,1
5,4,5,53241,15428,0,0,1,0
4,1,2,98662,15428,0,0,0,0
4,1,3,48519,15428,0,0,1,0
4,4,5,14910,15428,0,0,1,0
3,3,4,92761,15428,0,1,0,0
8,2,5,58632,15428,0,1,0,0
9,2,3,99671,15428,0,1,0,0
15,1,5,49073,15428,0,0,1,0
9,3,5,79091,15428,0,0,1,0
9,1,2,54587,15428,0,0,0,0
18,2,3,33876,15428,1,1,0,0
9,1,4,15385,15428,0,1,0,0
5,3,4,35001,15428,0,1,0,0
16,2,5,87298,15428,0,1,0,0
4,1,2,65875,15428,0,0,0,0
5,2,5,75573,15428,0,1,0,0
14,3,4,25030,15428,0,0,1,0
18,2,5,49443,15428,1,0,1,0
17,1,4,53322,15428,1,1,0,0
3,1,2,26135,15428,0,0,1,0
7,3,4,51740,15428,0,1,0,0
15,1,2,73926,15428,0,1,0,0
18,1,2,26954,15428,1,0,1,0
2,2,3,39682,15428,0,0,1,0
9,3,5,89133,15428,0,0,0,0
1,2,3,66763,15428,0,1,0,0
3,2,3,85120,15428,0,1,0,0
5,1,2,28074,15428,0,1,0,0
10,3,5,55544,15428,0,1,0,0
13,1,2,34182,15428,0,0,0,0
15,2,3,20728,15428,0,1,0,0
18,1,2,63880,15428,1,1,0,0
1,2,3,76906,15428,0,1,0,0
16,2,3,76243,15428,1,1,0,0
8,2,4,40458,15428,0,0,1,0
16,1,2,17526,15428,0,0,0,0
14,1,3,61630,15428,0,0,0,0
6,2,3,18880,15428,0,0,1,0
18,3,4,49011,15428,0,1,0,0
2,1,3,99461,15428,0,1,0,0
0,1,2,88275,15428,0,0,0,0
3,2,4,47885,15428,0,0,1,0
17,3,5,18725,15428,0,1,0,0
7,1,3,61464,15428,0,1,0,0
18,1,2,15138,15428,1,0,1,0
5,2,3,46354,15428,0,1,0,0
0,1,4,91206,15428,0,1,0,0
7,1,2,71450,15428,0,0,0,0
0,2,5,57083,15428,0,1,0,0
18,4,5,99426,15428,1,1,0,0
10,1,2,19986,15428,0,0,1,0
14,4,5,96797,15428,0,0,0,0
10,2,4,39921,15428,0,1,0,0
18,2,4,23021,15428,0,0,0,0
9,2,5,54361,15428,0,1,0,0
11,2,4,32452,15428,0,1,0,0
0,3,4,21141,15428,0,0,1,1
6,3,4,77201,15428,0,1,0,0
16,1,2,53677,15428,0,1,0,0
9,2,4,50117,15428,0,0,1,0
5,3,5,91603,15428,0,1,0,0
16,2,4,94675,15428,0,0,0,0
17,3,5,90004,15428,1,1,0,0
4,1,4,34079,15428,0,0,1,0
17,4,5,76215,15428,1,1,0,0
16,4,5,19983,15428,0,0,0,0
15,1,2,88219,15428,0,0,0,0
7,3,5,34815,15428,0,1,0,0
12,1,4,54476,15428,0,1,0,0
15,1,3,33811,15428,0,1,0,0
10,1,3,67468,15428,0,0,0,0
5,1,2,88940,15428,0,0,0,0
2,2,3,64684,15428,0,1,0,0
0,2,4,47340,15428,0,0,1,0
17,1,5,49333,15428,1,0,1,0
4,2,3,80472,15428,0,1,0,0
12,1,2,26588,15428,0,1,0,0
9,1,4,58511,15428,0,0,1,0
4,3,5,25994,15428,0,0,1,0
13,1,3,91344,15428,0,1,0,0
16,4,5,96661,15428,1,1,0,0
0,4,5,17306,15428,0,1,0,1
1,4,5,62229,15428,0,1,0,1
6,1,2,51299,15428,0,1,0,0
9,1,2,78580,15428,0,0,0,0
6,1,5,55613,15428,0,0,1,0
15,2,3,85194,15428,0,1,0,0
4,1,3,19791,15428,0,0,1,0
11,1,2,78332,15428,0,0,0,0
16,1,3,87613,15428,0,1,0,0
15,2,3,26769,15428,0,0,1,0
15,2,3,65623,15428,0,0,0,0
18,1,5,30424,15428,1,1,0,0
14,3,4,26781,15428,0,1,0,0
11,1,2,29626,15428,0,0,1,0
9,4,5,29171,15428,0,0,1,0
1,2,3,54291,15428,0,0,0,0
6,2,3,46883,15428,0,1,0,0
12,1,3,37961,15428,0,0,1,0
2,1,2,84778,15428,0,0,0,0
14,1,3,77850,15428,0,1,0,0
0,2,5,68414,15428,0,0,1,0
2,2,3,96657,15428,0,0,0,0
9,2,4,98105,15428,0,1,0,0
14,2,3,28331,15428,0,1,0,0
5,4,5,65342,15428,0,1,0,0
14,1,5,75945,15428,0,1,0,0
6,1,3,87911,15428,0,1,0,0
4,4,5,81567,15428,0,1,0,0
3,2,4,88237,15428,0,1,0,0
17,4,5,65965,15428,0,0,0,0
2,1,5,88000,15428,0,1,0,0
16,1,4,13604,15428,0,0,0,0
17,1,2,59758,15428,1,0,0,0
17,1,2,70136,15428,1,0,0,0
1,2,5,49410,15428,0,1,0,0
12,1,5,81907,15428,0,0,1,0
14,1,5,65444,15428,0,0,1,0
4,1,5,30136,15428,0,1,0,0
2,1,2,28941,15428,0,0,1,0
4,4,5,66499,15428,0,1,0,0
4,3,4,49147,15428,0,1,0,0
4,1,2,94589,15428,0,1,0,0
2,1,3,74038,15428,0,0,0,0
2,1,5,88020,15428,0,1,0,0
17,4,5,47761,15428,1,1,0,0
3,1,4,13177,15428,0,0,1,0
0,3,5,73657,15428,0,1,0,1
15,4,5,69285,15428,0,1,0,0
7,2,5,77051,15428,0,1,0,0
16,1,3,66027,15428,1,1,0,0
7,1,2,99151,15428,0,0,0,0
6,1,2,75350,15428,0,0,0,0
7,1,2,64418,15428,0,1,0,0
11,2,3,39863,15428,0,0,1,0
15,3,4,70224,15428,0,0,0,0
11,1,4,21637,15428,0,1,0,0
18,1,2,24470,15428,1,1,0,0
9,3,4,49286,15428,0,0,1,0
6,1,2,52890,15428,0,0,0,0
11,4,5,72248,15428,0,1,0,0
4,1,2,73797,15428,0,0,0,0
15,2,3,16437,15428,0,0,1,0
8,1,2,49591,15428,0,0,0,0
6,1,3,81970,15428,0,0,0,0
13,2,3,95426,15428,0,0,0,0
10,1,2,69223,15428,0,1,0,0
6,1,5,18375,15428,0,0,1,0
9,1,2,26037,15428,0,0,1,0
8,2,4,42294,15428,0,0,1,0
3,1,2,86444,15428,0,1,0,0
15,2,5,69126,15428,0,0,1,0
9,2,4,19698,15428,0,1,0,0
18,2,4,57449,15428,1,0,1,0
16,1,5,93350,15428,1,1,0,0
8,4,5,47889,15428,0,1,0,0
12,3,4,55637,15428,0,1,0,0
0,3,4,80201,15428,0,0,0,1
1,1,2,51329,15428,0,0,0,0
12,1,5,12849,15428,0,0,1,0
8,1,2,32471,15428,0,0,1,0
6,1,2,99362,15428,0,0,0,0
15,2,3,97362,15428,0,0,0,0
18,1,2,44908,15428,1,0,0,0
6,4,5,22714,15428,0,1,0,0
5,1,2,87619,15428,0,1,0,0
17,3,4,15370,15428,0,0,0,0
18,3,5,54662,15428,0,1,0,0
10,2,3,37905,15428,0,0,1,0
11,1,2,67431,15428,0,0,0,0
9,2,5,72034,15428,0,1,0,0
12,4,5,85408,15428,0,0,0,0
11,1,4,57480,15428,0,1,0,0
9,1,3,43882,15428,0,0,1,0
17,1,5,72031,15428,1,1,0,0
3,1,2,35873,15428,0,0,0,0
4,3,4,94660,15428,0,0,0,0
4,3,4,46946,15428,0,1,0,0
11,2,5,59704,15428,0,1,0,0
2,3,4,69391,15428,0,1,0,1
7,1,4,88049,15428,0,0,0,0
1,4,5,94788,15428,0,1,0,1
17,1,3,76596,15428,1,0,0,0
8,2,4,34606,15428,0,0,1,0
12,3,4,79267,15428,0,0,0,0
6,3,4,29379,15428,0,0,1,0
9,3,4,20153,15428,0,1,0,0
8,2,3,92539,15428,0,0,0,0
14,1,2,94005,15428,0,1,0,0
4,1,5,90714,15428,0,0,0,0
11,1,2,78657,15428,0,1,0,0
0,1,4,64106,15428,0,1,0,0
11,3,5,15068,15428,0,1,0,0
5,1,2,95639,15428,0,0,0,0
18,2,5,70725,15428,1,1,0,0
18,2,3,86291,15428,1,1,0,0
15,2,3,21983,15428,0,1,0,0
18,3,5,78025,15428,0,0,0,0
2,1,2,22613,15428,0,0,1,0
9,4,5,76159,15428,0,0,1,0
17,2,4,69463,15428,1,1,0,0
12,4,5,95938,15428,0,1,0,0
17,1,4,79148,15428,1,1,0,0
2,1,2,39374,15428,0,1,0,0
2,2,3,70485,15428,0,1,0,0
11,3,4,28468,15428,0,1,0,0
6,2,4,48133,15428,0,0,1,0
7,1,2,96670,15428,0,0,0,0
8,3,5,84882,15428,0,0,0,0
13,4,5,70330,15428,0,1,0,0
4,2,4,39770,15428,0,0,1,0
18,2,3,86348,15428,0,1,0,0
15,2,4,73415,15428,0,0,0,0
11,1,2,54685,15428,0,1,0,0
3,2,4,47109,15428,0,0,1,0
7,1,5,30499,15428,0,0,1,0
6,3,4,11329,15428,0,0,1,0
14,1,4,78880,15428,0,0,0,0
5,1,5,77970,15428,0,1,0,0
4,2,3,17776,15428,0,0,1,0
13,1,2,15814,15428,0,0,1,0
12,1,4,11186,15428,0,1,0,0
9,3,5,49837,15428,0,1,0,0
17,1,3,57755,15428,0,1,0,0
3,1,2,60849,15428,0,0,0,0
7,2,5,83094,15428,0,1,0,0
10,1,2,87232,15428,0,0,0,0
16,1,5,40579,15428,0,0,0,0
17,1,2,88057,15428,1,0,0,0
10,1,2,41530,15428,0,1,0,0
15,4,5,39214,15428,0,1,0,0
11,1,2,43970,15428,0,0,0,0
12,3,4,29265,15428,0,1,0,0
15,1,3,96647,15428,0,1,0,0
0,1,2,74906,15428,0,1,0,0
15,1,2,71106,15428,0,0,0,0
14,3,5,23063,15428,0,1,0,0
5,1,5,10638,15428,0,0,1,0
11,1,5,22292,15428,0,0,1,0
7,1,2,40058,15428,0,1,0,0
6,1,3,75581,15428,0,0,0,0
1,1,2,56510,15428,0,0,0,0
11,3,5,51864,15428,0,1,0,0
13,1,2,58454,15428,0,0,0,0
15,3,4,54198,15428,0,1,0,0
10,1,2,15161,15428,0,1,0,0
8,1,5,77668,15428,0,1,0,0
9,2,3,91683,15428,0,1,0,0
16,1,4,83405,15428,0,1,0,0
11,1,4,74015,15428,0,0,0,0
5,1,4,61746,15428,0,0,1,0
18,2,4,55357,15428,0,0,0,0
10,2,4,24400,15428,0,1,0,0
8,2,3,97654,15428,0,1,0,0
5,3,5,92419,15428,0,1,0,0
15,2,3,58051,15428,0,0,0,0
15,3,4,40164,15428,0,1,0,0
5,3,4,56980,15428,0,0,1,0
4,1,4,39201,15428,0,1,0,0
3,1,2,72117,15428,0,1,0,0
1,1,3,59811,15428,0,1,0,0
5,2,3,21983,15428,0,1,0,0
8,2,4,96540,15428,0,1,0,0
16,1,2,30041,15428,1,1,0,0
13,1,2,74413,15428,0,0,0,0
6,1,5,97779,15428,0,0,0,0
18,2,3,41714,15428,1,1,0,0
0,3,4,60282,15428,0,0,1,1
14,1,3,73172,15428,0,0,0,0
17,1,3,99612,15428,0,0,0,0
2,1,3,43814,15428,0,0,1,0
17,2,3,75586,15428,0,1,0,0
1,1,2,15290,15428,0,0,1,0
9,1,4,85378,15428,0,0,0,0
10,1,2,71066,15428,0,0,0,0
2,1,2,44421,15428,0,0,0,0
6,2,4,32430,15428,0,0,1,0
7,3,5,22235,15428,0,1,0,0
18,2,5,17369,15428,1,1,0,0
17,2,5,39204,15428,1,0,1,0
12,1,3,10801,15428,0,0,1,0
12,3,4,66400,15428,0,0,1,0
18,1,5,67692,15428,0,1,0,0
11,2,4,96529,15428,0,1,0,0
16,2,5,47372,15428,1,0,1,0
11,1,5,71771,15428,0,1,0,0
12,3,5,28270,15428,0,0,1,0
11,4,5,80581,15428,0,1,0,0
18,2,5,87215,15428,0,0,0,0
13,1,3,13558,15428,0,1,0,0
6,3,5,42995,15428,0,1,0,0
12,3,4,22276,15428,0,0,1,0
5,1,2,24306,15428,0,0,1,0
18,1,3,41333,15428,1,1,0,0
18,2,4,94884,15428,0,1,0,0
3,2,4,52876,15428,0,0,1,0
18,1,2,27647,15428,0,1,0,0
8,1,2,55433,15428,0,0,0,0
15,1,2,66626,15428,0,0,0,0
3,1,4,86673,15428,0,0,0,0
5,1,2,21494,15428,0,0,1,0
7,1,5,50813,15428,0,1,0,0
15,4,5,24499,15428,0,1,0,0
4,2,5,28371,15428,0,0,1,0
9,2,4,36631,15428,0,0,1,0
12,1,2,34153,15428,0,0,0,0
13,2,5,99997,15428,0,0,0,0
6,1,2,50526,15428,0,0,0,0
5,2,3,73143,15428,0,0,0,0
6,1,3,97556,15428,0,0,0,0
4,1,5,25195,15428,0,0,1,0
17,3,5,23133,15428,1,1,0,0
11,2,3,17948,15428,0,1,0,0
5,1,5,38409,15428,0,0,1,0
0,2,5,77567,15428,0,1,0,0
3,1,5,63237,15428,0,0,1,0
18,2,4,24139,15428,1,0,1,0
11,2,4,88615,15428,0,1,0,0
14,1,5,46349,15428,0,1,0,0
2,3,5,22135,15428,0,1,0,1
7,2,3,79018,15428,0,0,0,0
10,3,5,59263,15428,0,1,0,0
15,2,5,12790,15428,0,1,0,0
8,4,5,20454,15428,0,1,0,0
2,1,2,57384,15428,0,1,0,0
4,1,2,85081,15428,0,1,0,0
13,2,3,11293,15428,0,0,1,0
14,2,5,58872,15428,0,0,1,0
5,1,4,49679,15428,0,1,0,0
3,3,4,11345,15428,0,1,0,0
7,3,4,70541,15428,0,0,0,0
18,1,2,44978,15428,1,0,0,0
4,1,2,25016,15428,0,1,0,0
12,1,4,90841,15428,0,1,0,0
15,3,5,38830,15428,0,0,1,0
0,1,2,68026,15428,0,1,0,0
12,1,3,16164,15428,0,0,1,0
10,3,4,53674,15428,0,0,1,0
7,3,4,24315,15428,0,0,1,0
7,1,2,68925,15428,0,0,0,0
13,3,5,58925,15428,0,0,1,0
12,1,5,15674,15428,0,1,0,0
2,1,2,63436,15428,0,1,0,0
3,2,4,71964,15428,0,1,0,0
14,4,5,27151,15428,0,0,1,0
14,2,3,66758,15428,0,1,0,0
12,2,4,57648,15428,0,0,1,0
8,1,4,14740,15428,0,1,0,0
9,1,3,51016,15428,0,1,0,0
11,2,3,80494,15428,0,0,0,0
13,4,5,32447,15428,0,0,1,0
0,1,4,97125,15428,0,1,0,0
13,1,3,72951,15428,0,1,0,0
13,3,4,10740,15428,0,0,1,0
7,3,4,95800,15428,0,0,0,0
15,1,3,23471,15428,0,0,1,0
13,3,4,62111,15428,0,1,0,0
0,1,5,28435,15428,0,1,0,0
15,2,4,17340,15428,0,0,1,0
17,2,3,60440,15428,1,1,0,0
6,2,5,50284,15428,0,0,1,0
14,4,5,45298,15428,0,0,1,0
16,2,4,40642,15428,1,0,1,0
18,2,3,88234,15428,1,0,0,0
12,4,5,28091,15428,0,0,1,0
8,1,2,37758,15428,0,0,0,0
14,3,5,18431,15428,0,1,0,0
2,2,4,27343,15428,0,0,1,0
0,2,3,65825,15428,0,0,0,0
15,3,4,70234,15428,0,1,0,0
7,1,4,13802,15428,0,0,1,0
12,1,2,46828,15428,0,1,0,0
7,1,2,72538,15428,0,1,0,0
16,2,5,82513,15428,0,0,0,0
13,2,5,36290,15428,0,1,0,0
6,3,5,22130,15428,0,0,1,0
14,3,4,93329,15428,0,0,0,0
15,1,2,90629,15428,0,0,0,0
18,2,3,12702,15428,0,0,0,0
5,1,2,91769,15428,0,1,0,0
0,1,3,46189,15428,0,1,0,0
11,1,3,80089,15428,0,1,0,0
17,2,5,63850,15428,1,1,0,0
15,3,4,15125,15428,0,0,1,0
11,1,3,52926,15428,0,0,0,0
12,2,3,37651,15428,0,1,0,0
