age,child_number,family_size,income_childEveryMonthPosob_Oro,income_edvThirdChild,study_certificate,service_108,service_116
6,1,3,47569.02,87090.09,0,1,0
8,1,4,48006.93,77732.33,0,1,0
11,2,3,89841.67,134790.13,0,0,0
15,2,4,76775.17,107221.86,0,0,0
17,5,6,203213.73,209913.44,0,0,0
2,4,6,77527.21,169880.16,0,1,1
9,2,4,52717.67,126035.33,0,1,0
0,1,3,44438.71,84711.20,0,1,0
15,2,4,94947.50,184133.48,0,0,0
13,1,3,69567.78,86901.70,0,0,0
7,1,3,51084.00,66563.95,0,0,0
0,3,5,48103.24,80928.82,0,1,1
8,1,3,37542.44,80504.32,0,1,0
0,1,4,54747.01,69599.19,0,1,0
15,1,5,160106.98,165430.97,0,0,0
3,2,3,20347.08,102788.68,0,1,0
9,1,2,46752.88,57261.61,0,0,0
6,1,3,49702.72,82324.07,0,1,0
2,2,4,73369.86,89847.63,0,0,0
6,1,3,76477.20,79095.64,0,0,0
7,1,2,22834.54,95909.79,0,1,0
15,4,5,106523.67,189574.51,0,0,0
1,1,5,95918.43,168890.64,0,0,0
17,1,2,57934.03,55885.15,1,0,0
7,2,3,35018.72,54134.30,0,1,0
15,3,6,92085.64,181272.38,0,1,0
10,2,5,115381.95,93022.62,0,0,0
10,2,4,49982.07,106399.58,0,1,0
5,1,3,101444.27,62532.55,0,0,0
11,1,3,46078.12,119029.19,0,1,0
9,2,4,82691.62,112128.22,0,0,0
8,3,5,76873.22,219109.90,0,1,0
9,7,9,201151.94,303906.39,0,0,0
14,1,2,39561.01,72313.34,0,0,0
11,1,3,53000.72,66368.16,0,0,0
16,1,3,56837.46,44750.54,1,0,0
14,4,5,66991.38,163200.82,0,1,0
8,1,2,35795.79,54274.52,0,0,0
17,1,2,50161.98,50674.27,1,0,0
6,1,3,45664.39,49492.76,0,1,0
12,1,3,76157.50,48431.94,0,0,0
16,3,4,101803.12,112355.10,0,0,0
4,2,4,146768.73,65603.24,0,0,0
11,1,4,80742.16,195420.56,0,0,0
12,2,3,91237.12,132962.03,0,0,0
2,3,5,77613.14,151034.83,0,1,1
14,2,4,43246.57,151450.11,0,1,0
6,2,4,84469.90,119355.56,0,0,0
5,1,3,44669.83,61111.00,0,1,0
5,2,4,97705.40,106649.63,0,0,0
12,1,2,47891.66,44168.21,0,0,0
4,1,3,50284.19,48658.76,0,1,0
16,1,5,87952.67,106332.30,1,0,0
5,3,4,43646.46,226553.87,0,1,0
17,3,4,172089.52,158652.69,0,0,0
0,1,3,35876.74,204618.22,0,1,0
4,1,3,61373.47,147104.30,0,0,0
14,6,10,128392.46,157800.64,0,1,0
0,2,4,76164.88,172323.14,0,0,0
14,1,6,106272.94,112897.23,0,0,0
4,1,5,107379.62,111942.06,0,0,0
13,1,3,45521.33,135023.08,0,1,0
8,1,2,30455.22,46779.45,0,1,0
0,2,5,75690.85,308956.40,0,1,0
8,1,2,21787.28,99447.78,0,1,0
1,1,3,60561.97,117186.43,0,0,0
15,3,7,134479.47,365693.35,0,0,0
5,2,4,39912.58,139672.58,0,1,0
6,1,4,73268.59,104939.37,0,0,0
15,2,4,80845.65,114784.30,0,0,0
16,1,2,35509.08,62774.85,1,0,0
13,3,5,88674.70,118384.60,0,0,0
14,3,6,99562.31,499686.13,0,1,0
14,3,5,68821.09,235115.74,0,1,0
9,1,2,44339.76,55895.68,0,0,0
3,2,4,83146.27,127949.39,0,0,0
5,1,4,76334.12,165308.84,0,0,0
9,1,6,121699.45,149832.65,0,0,0
5,1,5,108342.84,165658.62,0,0,0
17,2,5,79120.31,157550.17,1,1,0
11,1,4,101260.17,82857.30,0,0,0
5,2,3,28401.69,83213.00,0,1,0
12,1,4,49869.72,133082.50,0,1,0
9,1,2,20205.27,41400.54,0,1,0
13,1,3,85594.95,108876.49,0,0,0
7,1,2,37688.69,70460.56,0,0,0
13,1,2,34500.09,66249.12,0,0,0
9,3,6,48578.65,334740.54,0,1,0
8,1,2,32949.40,58096.87,0,1,0
3,1,6,137702.72,383880.93,0,0,0
14,2,5,64335.22,152700.36,0,1,0
16,1,4,60792.58,146101.09,0,0,0
17,1,5,107129.16,229305.98,1,0,0
1,1,3,23375.67,156423.89,0,1,0
14,1,3,65048.46,113830.83,0,0,0
7,1,4,49746.99,79324.15,0,1,0
4,4,5,75705.62,167238.30,0,1,0
16,2,4,42832.40,162220.15,0,0,0
13,1,3,108759.59,60363.41,0,0,0
8,4,7,110723.72,120362.18,0,1,0
6,1,5,79786.38,73335.05,0,1,0
14,1,3,44391.62,42063.84,0,1,0
12,1,4,145403.38,59756.59,0,0,0
17,3,4,57531.46,185533.56,1,1,0
13,1,2,45997.01,99699.83,0,0,0
0,3,6,124295.09,272787.52,0,0,0
5,1,2,37905.89,46794.80,0,0,0
5,1,2,22577.31,94972.00,0,1,0
3,1,4,57257.03,149641.74,0,1,0
11,2,4,52834.69,92088.20,0,1,0
17,1,5,79473.44,197000.82,1,1,0
2,4,5,79989.46,115070.07,0,1,1
15,1,2,59055.96,55530.45,0,0,0
4,2,7,158911.92,214928.41,0,0,0
3,5,6,126076.34,197212.44,0,0,0
4,1,3,63082.21,101366.20,0,0,0
10,1,4,82326.21,54179.32,0,0,0
15,3,5,129182.08,153889.01,0,0,0
3,3,5,94611.65,91324.60,0,0,0
1,2,4,100005.92,198657.42,0,0,0
17,2,3,39459.89,99911.19,1,1,0
11,1,2,14446.60,50937.80,0,1,0
6,1,3,34247.70,169881.49,0,1,0
11,3,4,71025.55,283088.37,0,0,0
12,2,3,48195.39,69908.44,0,1,0
3,3,5,69859.73,76643.47,0,1,0
12,1,2,63340.02,45422.73,0,0,0
4,1,3,35583.32,34809.06,0,1,0
7,3,4,78534.23,182180.26,0,0,0
17,1,2,38243.79,51853.46,1,0,0
10,1,3,54963.78,114604.96,0,0,0
5,1,4,68987.62,90375.53,0,0,0
14,4,6,123068.07,193759.42,0,0,0
5,3,6,71205.11,337742.81,0,1,0
4,1,3,41967.75,63885.60,0,1,0
17,1,3,25952.22,161089.11,1,1,0
1,1,2,67568.00,60966.51,0,0,0
0,1,4,85228.23,145868.06,0,0,0
8,1,4,39326.37,171400.54,0,1,0
0,1,3,58916.66,80092.88,0,0,0
8,1,3,30806.89,176147.36,0,1,0
16,1,4,51630.86,95750.79,1,1,0
3,1,4,29992.06,150663.64,0,1,0
15,1,4,78392.77,119815.50,0,0,0
2,1,4,52284.05,133607.66,0,1,0
7,1,5,107322.75,113886.24,0,0,0
15,1,2,21719.96,49761.30,0,1,0
10,1,2,35916.03,55271.01,0,0,0
6,2,4,29840.61,68541.17,0,1,0
8,1,3,49339.40,101880.99,0,1,0
12,1,3,35376.21,49581.05,0,1,0
5,1,6,82779.97,130740.48,0,1,0
13,1,2,47136.71,79615.46,0,0,0
13,1,3,121825.00,54060.72,0,0,0
9,1,6,66897.42,201334.01,0,1,0
1,1,3,44345.13,87970.78,0,1,0
8,1,3,44030.63,77979.04,0,1,0
6,1,3,45334.75,79406.19,0,1,0
4,1,3,30415.01,58283.79,0,1,0
2,1,3,37972.97,58318.55,0,1,0
6,1,4,87433.46,44414.92,0,0,0
1,1,2,94169.19,46311.50,0,0,0
12,1,4,85922.29,162987.17,0,0,0
7,2,4,32974.01,161045.03,0,1,0
10,2,5,175161.19,404214.20,0,0,0
7,1,4,41918.75,140966.50,0,1,0
14,1,3,69933.97,80108.71,0,0,0
12,1,2,27458.99,76341.21,0,1,0
13,1,2,39734.15,102487.86,0,0,0
1,1,4,20343.07,107292.49,0,1,0
7,2,5,53998.34,187229.87,0,1,0
10,2,4,71745.24,163664.90,0,0,0
2,1,3,39734.06,83848.24,0,1,0
0,2,5,92240.62,170932.86,0,0,0
9,1,5,53968.25,141367.52,0,1,0
7,1,2,21816.34,68802.89,0,1,0
12,1,3,69260.24,80089.94,0,0,0
10,2,5,126451.44,215395.97,0,0,0
0,1,4,91910.02,81471.23,0,0,0
12,4,6,107316.18,279999.63,0,0,0
1,1,3,52766.16,166715.92,0,0,0
14,2,6,118708.76,146749.59,0,0,0
7,2,5,55616.02,350229.54,0,1,0
12,4,5,39622.54,86093.23,0,1,0
1,3,6,153350.45,226601.49,0,0,0
0,1,3,39050.70,197062.40,0,1,0
4,1,2,31234.92,55101.01,0,1,0
8,1,2,38801.00,78340.31,0,0,0
8,1,6,128154.88,181936.83,0,0,0
11,2,4,85794.87,60361.32,0,0,0
8,1,2,11984.10,63549.31,0,1,0
1,2,5,59374.78,129763.33,0,1,0
7,1,2,30139.54,61137.27,0,1,0
10,1,4,123442.56,82545.58,0,0,0
9,2,5,67904.21,128251.55,0,1,0
14,3,5,46453.57,142236.13,0,1,0
4,3,5,96111.55,226159.81,0,0,0
15,1,4,28912.65,46369.50,0,1,0
10,3,6,96217.51,136483.10,0,1,0
12,1,2,47737.66,59446.00,0,0,0
5,2,4,75418.87,69560.78,0,0,0
3,1,3,43520.86,129331.36,0,1,0
10,1,4,77496.39,55726.17,0,0,0
14,1,3,44809.10,267747.18,0,1,0
16,1,2,53142.64,34545.25,1,0,0
14,1,4,49081.65,110514.95,0,1,0
2,1,5,74206.88,183971.64,0,1,0
5,2,4,72242.58,125276.34,0,0,0
14,1,2,32678.64,31622.02,0,1,0
13,2,5,107529.96,169480.92,0,0,0
8,1,4,55948.20,127772.52,0,1,0
13,1,4,30437.49,116469.47,0,1,0
11,1,2,23020.17,90132.03,0,1,0
14,2,4,72819.77,74148.24,0,0,0
3,1,3,66077.87,61389.66,0,0,0
0,3,5,137311.13,240373.12,0,0,0
15,1,4,49091.09,157296.47,0,1,0
6,1,5,65452.43,151814.77,0,1,0
4,1,4,110503.36,236248.10,0,0,0
1,2,4,65966.85,44477.19,0,1,0
5,1,4,88532.12,274480.35,0,0,0
16,1,2,15227.57,48527.51,1,1,0
2,1,4,43527.91,110818.52,0,1,0
3,2,4,133745.67,131253.37,0,0,0
13,2,4,42421.51,135768.52,0,1,0
15,1,4,39694.47,86305.43,0,1,0
11,1,3,40419.96,99098.07,0,1,0
12,4,6,222133.06,112811.39,0,0,0
4,3,4,79133.39,163475.13,0,0,0
1,1,3,64861.95,108318.09,0,0,0
12,1,2,41562.02,69053.70,0,0,0
5,3,5,98236.58,121623.74,0,0,0
16,2,6,146979.02,247111.81,0,0,0
11,4,6,107630.95,180640.22,0,0,0
7,2,3,30587.30,112844.56,0,1,0
9,1,2,55487.61,86619.45,0,0,0
17,3,6,83237.43,208437.16,0,0,0
10,2,4,68544.23,226612.07,0,0,0
8,1,2,52480.77,59154.85,0,0,0
13,1,4,61930.08,91381.44,0,1,0
11,2,3,79215.97,84521.32,0,0,0
14,1,2,43511.86,71935.55,0,0,0
12,1,3,55830.28,74090.14,0,0,0
5,1,2,30756.87,79945.08,0,1,0
9,1,3,37242.15,75430.77,0,1,0
0,2,4,50676.01,122157.51,0,1,0
10,4,5,74687.58,108898.35,0,1,0
17,2,4,88050.44,96843.23,0,0,0
5,2,4,69549.74,77362.43,0,0,0
15,3,6,52874.19,140402.41,0,1,0
11,2,5,38994.58,270080.53,0,1,0
16,1,4,118899.73,119865.29,0,0,0
15,1,3,73761.14,42558.37,0,0,0
5,1,3,51119.51,173369.06,0,0,0
16,1,2,45278.86,61869.20,1,0,0
8,1,3,37917.05,120921.59,0,1,0
13,2,6,265947.73,169755.23,0,0,0
1,2,3,78849.49,42652.00,0,0,0
2,1,3,57631.49,70636.36,0,0,0
5,1,4,179912.84,82827.29,0,0,0
16,1,3,65621.90,179719.78,1,0,0
3,1,4,49266.81,171516.77,0,1,0
12,3,5,213514.33,216430.34,0,0,0
8,3,5,131474.22,216985.65,0,0,0
3,4,6,92843.50,266474.53,0,1,0
14,2,3,120248.46,67537.51,0,0,0
8,3,6,82906.95,134931.35,0,1,0
17,1,3,35082.60,96165.58,1,1,0
6,4,6,164339.98,86423.75,0,0,0
3,1,3,43811.30,108186.93,0,1,0
4,2,4,186544.38,209577.17,0,0,0
1,2,4,73229.34,179212.55,0,0,0
8,1,4,79415.15,73666.90,0,0,0
16,2,3,38239.71,41005.31,1,1,0
4,1,3,65743.97,63261.28,0,0,0
10,1,3,40438.66,62239.75,0,1,0
17,1,5,84085.25,163179.69,1,1,0
15,1,4,66212.03,210980.15,0,1,0
5,2,4,55344.84,173222.90,0,1,0
7,1,3,152737.20,123687.65,0,0,0
11,1,4,76967.18,89728.25,0,0,0
7,2,3,49936.17,169193.98,0,1,0
7,1,3,56828.40,107795.11,0,0,0
12,1,3,43451.82,136681.61,0,1,0
1,2,5,47203.59,162605.22,0,1,0
7,2,5,55322.20,186911.69,0,1,0
15,2,3,26080.43,151803.88,0,1,0
10,1,3,44488.49,76742.14,0,1,0
11,4,7,76397.59,207190.27,0,1,0
16,3,5,67364.23,185984.44,0,0,0
4,1,3,80691.78,127999.75,0,0,0
10,1,4,25544.91,150885.76,0,1,0
7,3,5,98945.35,76901.34,0,0,0
5,1,5,116388.68,239781.67,0,0,0
8,4,6,56186.28,103274.03,0,1,0
6,2,5,114608.93,211313.62,0,0,0
5,1,4,79025.66,191523.39,0,0,0
5,1,3,35326.69,49183.82,0,1,0
14,1,3,60539.36,181236.34,0,0,0
7,1,4,46986.11,61511.01,0,1,0
1,1,2,34573.86,91112.28,0,0,0
2,1,3,55612.58,135073.20,0,0,0
11,2,6,123783.70,188662.35,0,0,0
17,1,3,48697.40,67094.20,1,1,0
8,1,3,57618.43,77013.53,0,0,0
9,2,4,33522.16,203887.56,0,1,0
1,2,3,33630.53,81911.24,0,1,0
5,1,2,48131.35,45379.37,0,0,0
15,1,3,58855.74,106171.07,0,0,0
14,1,2,18763.56,26556.57,0,1,0
17,1,2,23163.84,81323.41,0,0,0
9,1,2,42689.64,28923.21,0,0,0
12,1,5,161204.56,411069.71,0,0,0
5,1,4,91144.85,158738.29,0,0,0
4,4,5,36493.67,222438.13,0,1,0
12,1,2,44288.92,73230.03,0,0,0
15,1,3,44414.77,97653.39,0,1,0
8,1,3,48403.58,131322.38,0,1,0
10,1,3,75720.54,87941.62,0,0,0
4,3,6,117546.12,211766.47,0,0,0
17,1,3,50754.07,71651.98,1,1,0
11,1,2,40091.63,77064.83,0,0,0
1,1,4,66998.83,138620.09,0,1,0
0,1,3,43819.80,88235.49,0,1,0
16,2,5,84098.18,99332.52,0,0,0
4,2,5,68265.30,296187.46,0,1,0
3,1,3,76524.27,94685.01,0,0,0
11,3,5,84565.13,102596.23,0,1,0
13,2,4,44839.28,36499.20,0,1,0
13,2,4,42025.20,186538.73,0,1,0
7,4,5,38540.09,123289.18,0,1,0
7,2,4,64495.68,138532.48,0,1,0
15,1,4,50530.03,98143.93,0,1,0
8,1,3,27311.39,72210.52,0,1,0
16,1,3,30062.99,86163.89,1,1,0
16,1,3,52200.09,101634.36,0,0,0
9,1,4,114125.25,202328.91,0,0,0
2,4,5,120357.59,117704.00,0,0,1
14,1,2,24214.09,46181.59,0,1,0
12,1,3,145898.56,98845.77,0,0,0
1,1,2,49062.78,74638.72,0,0,0
4,1,6,88923.05,284986.62,0,1,0
9,1,4,44778.49,89109.45,0,1,0
12,1,5,60440.29,227586.60,0,1,0
12,1,2,54723.30,57135.85,0,0,0
3,5,6,66668.53,88150.45,0,1,0
17,1,5,58187.00,104697.53,1,1,0
15,4,5,78242.45,224441.03,0,1,0
0,3,4,62603.13,74488.75,0,1,1
10,1,2,20517.69,71658.20,0,1,0
0,1,3,57871.97,130807.49,0,0,0
14,1,4,58621.03,105978.39,0,1,0
10,3,6,153073.25,396399.79,0,0,0
17,1,2,50207.21,63520.36,1,0,0
15,1,4,35922.93,145753.06,0,1,0
10,1,2,36951.05,39594.75,0,0,0
1,3,5,71569.32,224024.57,0,1,0
11,2,5,56249.04,171970.16,0,1,0
12,2,3,26980.93,75861.42,0,1,0
0,1,2,39215.13,101730.31,0,0,0
11,1,2,16029.01,40350.52,0,1,0
5,1,3,32201.15,63068.71,0,1,0
7,2,4,47017.61,115226.49,0,1,0
4,5,6,81309.04,177136.67,0,1,0
15,1,3,37558.01,189074.87,0,1,0
5,2,4,105818.07,123352.73,0,0,0
7,4,6,74848.93,144983.53,0,1,0
14,1,3,45840.25,110029.12,0,1,0
2,1,2,26493.18,61793.26,0,1,0
2,3,5,105281.00,252014.73,0,0,0
7,2,4,69269.67,194913.59,0,0,0
11,2,3,45929.14,51363.85,0,1,0
9,1,3,40969.89,81958.89,0,1,0
17,3,5,121543.48,131335.64,1,0,0
12,1,3,42358.66,77629.71,0,1,0
13,1,4,128246.49,144532.85,0,0,0
14,1,3,53756.79,66801.88,0,0,0
10,2,5,79190.16,65934.75,0,1,0
17,8,9,204245.47,197323.38,1,0,0
15,1,2,14776.00,50380.20,0,1,0
11,1,2,68697.67,77178.46,0,0,0
17,2,4,73272.27,112827.11,1,0,0
6,1,5,44096.48,171902.80,0,1,0
14,2,4,51373.80,132524.80,0,1,0
16,3,5,202228.08,130258.98,0,0,0
11,3,5,38464.88,142429.68,0,1,0
10,2,4,50092.55,86457.48,0,1,0
9,1,2,47297.61,70102.25,0,0,0
15,1,2,46142.03,30106.76,0,0,0
17,1,2,33517.68,94877.87,1,1,0
9,1,6,75231.91,102248.49,0,1,0
13,3,4,29960.57,62115.10,0,1,0
15,1,3,55978.37,64457.31,0,0,0
14,1,2,39731.65,62746.20,0,0,0
15,1,5,77565.44,169508.98,0,1,0
12,3,6,101895.49,373614.18,0,0,0
15,1,4,114344.24,81564.39,0,0,0
4,1,4,92079.01,115948.09,0,0,0
17,3,5,126090.95,138297.50,0,0,0
5,4,5,78256.91,101225.42,0,1,0
4,1,5,86528.24,174316.56,0,0,0
11,1,4,49910.54,77256.59,0,1,0
17,3,6,105056.92,223402.09,0,0,0
7,2,7,185234.09,162213.89,0,0,0
17,1,9,171235.67,498820.52,1,0,0
5,1,3,68676.93,120396.78,0,0,0
1,2,4,130274.66,108455.33,0,0,0
8,1,5,83402.00,81069.69,0,1,0
11,1,3,51383.53,51453.42,0,0,0
4,1,4,66911.17,86195.07,0,1,0
6,2,5,76049.84,114955.78,0,1,0
16,1,4,77374.28,175588.19,0,0,0
1,2,5,54582.98,124094.85,0,1,0
5,2,3,97517.24,78285.57,0,0,0
7,3,5,120268.20,131243.45,0,0,0
16,2,6,60433.95,99158.20,0,0,0
16,1,4,64400.44,196088.21,0,0,0
5,2,4,57333.41,91649.22,0,1,0
10,1,2,20466.54,101745.22,0,1,0
9,1,3,24469.35,115910.97,0,1,0
4,2,4,74884.57,141003.19,0,0,0
15,4,6,127272.66,117106.15,0,0,0
0,4,5,77199.54,116011.62,0,1,1
8,2,3,64389.27,95610.77,0,0,0
3,2,4,51651.50,204289.97,0,1,0
14,3,6,103624.44,308182.72,0,0,0
2,1,3,49709.25,121725.80,0,1,0
10,2,3,37590.58,43057.63,0,1,0
12,1,2,37247.50,56072.53,0,0,0
16,1,3,39168.44,101922.18,1,1,0
3,2,5,147137.22,134216.36,0,0,0
12,3,5,49262.10,174403.24,0,1,0
16,1,3,30183.59,92566.38,0,0,0
6,2,5,67012.08,169184.93,0,1,0
1,2,5,103820.17,176881.79,0,0,0
10,1,3,47854.79,53726.49,0,1,0
11,1,6,105921.82,194788.22,0,0,0
3,1,3,40926.02,93733.71,0,1,0
5,1,3,46345.59,59177.88,0,1,0
4,1,3,61337.08,53771.57,0,0,0
1,1,3,52484.96,98556.55,0,0,0
2,1,4,58094.88,127482.88,0,1,0
2,1,3,57712.83,147042.76,0,0,0
13,2,4,91347.48,84551.51,0,0,0
8,1,3,71965.15,160437.99,0,0,0
0,2,4,65268.30,307266.54,0,1,0
12,1,3,42254.81,91247.62,0,1,0
17,1,5,89963.07,195505.61,1,0,0
5,1,3,73982.20,201026.25,0,0,0
17,2,4,103374.01,107463.03,1,0,0
17,1,4,75516.58,142523.31,1,0,0
11,1,4,114182.45,219321.13,0,0,0
11,1,4,57483.17,120223.59,0,1,0
2,1,6,60060.98,239190.91,0,1,0
1,1,3,38924.70,64506.41,0,1,0
14,3,8,88377.65,199161.00,0,1,0
0,1,4,68455.42,127129.86,0,0,0
14,1,3,41069.56,88324.07,0,1,0
4,2,4,57671.67,185793.87,0,1,0
13,1,4,114354.39,158557.10,0,0,0
5,1,5,149585.88,220726.34,0,0,0
1,1,4,52487.04,120278.55,0,1,0
3,3,5,102152.97,347162.30,0,0,0
1,1,3,56016.10,103606.50,0,0,0
0,1,2,24692.80,31301.37,0,1,0
14,1,3,35724.37,66701.53,0,1,0
2,1,2,42552.61,67647.28,0,0,0
6,1,4,57861.19,151885.98,0,1,0
8,1,2,32799.21,82381.72,0,1,0
7,1,3,33150.65,72341.64,0,1,0
16,1,3,39401.25,203034.56,0,0,0
8,1,3,26018.69,94742.78,0,1,0
13,3,4,49979.46,141568.97,0,1,0
13,1,3,55795.67,131731.63,0,0,0
10,1,6,61471.70,173340.96,0,1,0
2,1,4,33866.55,148652.66,0,1,0
9,1,6,104202.12,306464.75,0,0,0
2,1,4,59248.23,165872.60,0,1,0
13,1,3,65907.67,84040.18,0,0,0
8,2,7,81326.35,167448.57,0,1,0
0,1,2,27063.45,21987.18,0,1,0
0,1,3,48522.17,123169.72,0,1,0
15,1,3,47633.47,84851.95,0,1,0
6,1,2,19077.58,50836.91,0,1,0
11,1,3,83536.66,62064.86,0,0,0
15,4,9,81211.16,442601.54,0,1,0
6,2,4,60348.54,124288.96,0,1,0
6,1,2,75890.40,72938.40,0,0,0
9,1,3,65131.98,54716.23,0,0,0
5,1,2,55910.30,38463.32,0,0,0
17,1,6,41546.94,223019.05,1,1,0
8,4,6,107520.91,227210.30,0,0,0
7,2,4,48112.87,93247.81,0,1,0
7,3,5,60023.88,292880.79,0,1,0
3,1,3,34505.27,68382.58,0,1,0
14,1,5,82332.16,96394.91,0,1,0
14,1,6,85743.86,80136.82,0,1,0
13,2,4,55974.63,40518.40,0,1,0
11,2,4,61971.80,73964.85,0,1,0
4,1,3,30930.59,73935.34,0,1,0
2,4,6,73568.34,296708.92,0,1,0
6,1,4,45757.44,138328.86,0,1,0
9,2,7,59042.64,185971.71,0,1,0
1,1,3,42564.89,106431.11,0,1,0
10,2,3,52512.73,78415.45,0,0,0
1,4,5,81029.02,239611.73,0,1,0
12,1,2,24334.84,57833.43,0,1,0
2,1,10,164071.56,537374.70,0,1,0
9,1,3,68125.88,71614.55,0,0,0
17,3,4,43116.73,115495.63,1,1,0
11,1,2,20346.22,81950.51,0,1,0
0,3,5,157446.23,156282.87,0,0,0
3,3,5,92457.90,221620.00,0,0,0
5,1,5,80740.94,218304.30,0,1,0
16,3,4,46018.28,235332.24,1,1,0
8,3,5,122706.83,232327.55,0,0,0
0,2,6,160140.65,197885.79,0,0,0
5,2,5,93349.10,78431.99,0,0,0
10,1,3,59212.30,99578.30,0,0,0
3,2,5,84439.91,240506.40,0,1,0
4,2,4,40576.76,125109.75,0,1,0
2,2,4,57771.32,164323.03,0,1,0
13,3,5,119408.76,277728.87,0,0,0
0,1,4,80303.64,113270.81,0,0,0
14,4,5,124822.34,152012.26,0,0,0
15,3,5,64063.85,123235.79,0,1,0
3,2,4,56848.89,337913.12,0,1,0
17,2,6,194022.20,125331.63,1,0,0
14,1,2,55916.17,76577.98,0,0,0
1,2,4,45132.34,80572.05,0,1,0
8,3,6,124627.73,86104.33,0,0,0
7,1,6,239627.10,187072.05,0,0,0
4,1,5,165799.51,96821.61,0,0,0
2,1,5,120765.72,244265.97,0,0,0
8,4,6,117739.57,367409.77,0,0,0
14,1,3,49730.69,120489.83,0,1,0
7,1,3,42721.45,116863.28,0,1,0
2,1,4,83675.99,199594.44,0,0,0
2,2,5,95119.02,216356.75,0,0,0
2,1,2,22187.27,85608.41,0,1,0
0,3,9,193956.97,284211.98,0,0,0
15,2,4,27951.40,220405.71,0,1,0
10,3,4,60028.00,74950.51,0,1,0
14,2,5,73684.54,117418.21,0,1,0
7,3,5,80331.57,113254.32,0,1,0
3,1,6,144006.95,158443.32,0,0,0
2,2,3,55036.13,57969.55,0,0,0
10,1,3,128631.79,80439.27,0,0,0
6,1,3,54513.92,73069.38,0,0,0
9,1,2,46649.35,107047.62,0,0,0
17,1,5,111030.83,266755.39,1,0,0
17,1,3,63809.67,124775.39,0,0,0
11,2,5,94327.26,176786.97,0,0,0
3,3,5,126339.81,224422.57,0,0,0
2,3,7,75378.25,341247.73,0,1,0
12,2,4,92027.46,95493.29,0,0,0
8,1,2,28607.55,104178.15,0,1,0
10,1,3,87873.75,78264.35,0,0,0
5,2,4,103603.25,123560.99,0,0,0
11,3,5,109484.61,238893.81,0,0,0
14,1,3,61113.53,155195.99,0,0,0
15,5,7,202216.39,273301.44,0,0,0
15,1,4,58841.98,233463.84,0,1,0
3,2,4,32165.77,113176.91,0,1,0
13,1,4,69444.44,86345.27,0,0,0
5,3,4,75080.39,159527.75,0,0,0
7,1,3,59537.79,76011.10,0,0,0
0,1,5,87381.33,86422.51,0,0,0
7,3,5,84557.05,262969.91,0,1,0
5,1,2,43959.11,70266.40,0,0,0
5,1,3,64992.67,98269.73,0,0,0
8,1,5,109292.55,175264.68,0,0,0
16,1,2,43147.49,38228.33,0,0,0
16,1,2,27710.53,54887.38,1,1,0
3,1,3,35453.36,128700.66,0,1,0
1,2,5,90689.35,99734.20,0,0,0
4,1,3,54174.34,62061.94,0,0,0
0,1,5,73360.79,165831.26,0,1,0
8,1,3,77943.15,167291.20,0,0,0
3,1,2,42422.74,42966.42,0,0,0
3,2,5,70943.15,325032.17,0,1,0
12,2,4,30914.38,65464.15,0,1,0
6,2,4,95897.21,103834.20,0,0,0
6,1,3,84208.67,66416.14,0,0,0
14,3,6,96920.60,255379.18,0,1,0
16,3,5,66317.82,104172.89,0,0,0
1,1,3,27286.71,69829.45,0,1,0
8,1,2,52790.88,68211.72,0,0,0
17,1,5,143279.78,181191.72,1,0,0
4,1,3,57078.49,62568.24,0,0,0
6,1,2,21881.68,77112.31,0,1,0
0,2,3,29649.51,137434.07,0,1,0
2,4,6,113102.83,293093.64,0,0,0
2,1,3,45788.02,61668.77,0,1,0
5,1,2,52632.08,62588.72,0,0,0
0,1,3,48295.89,168560.98,0,1,0
12,2,5,254562.00,69360.37,0,0,0
8,1,5,71016.91,131217.89,0,1,0
4,4,5,49723.77,189236.85,0,1,0
6,1,3,37215.90,78536.91,0,1,0
16,3,7,85611.09,192885.56,1,1,0
14,4,7,54571.33,111544.99,0,1,0
6,1,3,21279.43,97144.61,0,1,0
1,3,5,157672.26,192437.39,0,0,0
17,1,3,57556.06,85337.76,0,0,0
0,1,4,75058.94,138283.44,0,0,0
1,1,6,83662.99,111858.75,0,1,0
6,1,3,90716.48,52945.54,0,0,0
7,3,5,51613.51,155012.31,0,1,0
16,1,3,61874.86,109274.01,1,0,0
4,2,6,148283.32,196247.30,0,0,0
4,1,3,78804.52,59901.58,0,0,0
4,3,7,221763.54,125818.60,0,0,0
6,1,2,20003.74,58001.96,0,1,0
7,2,4,83831.93,175484.41,0,0,0
16,1,3,26066.94,98454.76,1,1,0
16,1,4,51803.16,99790.12,0,0,0
12,1,4,158373.59,157887.66,0,0,0
4,3,4,54265.70,133265.52,0,1,0
15,1,2,15309.06,40599.60,0,1,0
6,1,2,28960.47,59833.39,0,1,0
15,3,5,80298.46,184110.17,0,1,0
13,4,6,95780.98,203434.53,0,1,0
1,1,3,44421.62,81324.46,0,1,0
9,2,6,122668.57,147977.53,0,0,0
10,1,3,71797.45,96628.12,0,0,0
6,2,5,86575.02,378633.62,0,0,0
4,1,3,32765.07,166649.19,0,1,0
10,2,4,61159.72,120216.43,0,1,0
1,1,3,56322.15,93585.83,0,0,0
16,1,2,28535.35,50992.53,1,1,0
0,3,6,171549.48,158287.81,0,0,1
15,1,4,70061.61,49892.64,0,0,0
0,3,5,100632.15,187016.77,0,0,0
